case_id,activity,resource,agent_type,valid,accept,suitability,expected_delay_minutes,reason,memory_items,error_type,selected
6,Check application form completeness,Clerk-000001,Role 1,true,true,0.5,10.0,"Recent tasks have similar activity, but some time has passed since last task",3,,false
6,Check application form completeness,Clerk-000006,Role 1,true,true,0.5,5.0,"Recent tasks indicate moderate familiarity with the activity, but the last task was completed recently.",3,,true
7,Appraise property,Appraiser-000001,Role 4,true,true,0.508156,0.0,High suitability due to recent experience with similar tasks,3,,true
7,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Agent has relevant recent experience with the task activity.,3,,false
2,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.25345,4.0,Recent task of similar activity completed 9 minutes ago,1,,false
2,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.5,10.0,"Agent has relevant capability count and recent task experience, but not directly related to the task activity",1,,true
4,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,0.0,Agent has the required capability count and is available at the specified time.,0,,true
5,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.25345,1.0,Recent task of similar activity completed within 21 minutes,1,,true
5,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.25,0.0,Agent has relevant recent experience with Assess loan risk activity,2,,false
9,Check credit history,Clerk-000003,Role 1,true,true,0.5,0.0,"Recent tasks have similar activities, but the agent has not worked on this specific case before.",3,,true
9,Check credit history,Clerk-000001,Role 1,true,true,0.111669,0.0,Agent has relevant recent tasks and capabilities,3,,false
8,AML check,AML Investigator-000002,Role 3,true,true,0.508156,0.0,High suitability due to recent AML check activities,3,,true
8,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,Suitability based on past activity matches the required task activity.,3,,false
6,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Agent has relevant recent experience with the task activity.,3,,true
7,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,High suitability due to recent experience with similar tasks,3,,true
4,Approve application,Clerk-000001,Role 1,true,true,0.106742,0.0,Suitability based on recent task similarity,3,,true
5,Reject application,Clerk-000004,Role 1,true,true,0.5,16.0,Recent similar task completed 12 minutes ago,2,,true
5,Reject application,Clerk-000008,Role 1,true,true,0.136778,0.0,"Suitability based on past activity priority, but no delay expected",3,,false
8,Appraise property,Appraiser-000001,Role 4,true,true,0.508156,0.0,Suitability based on past activity matches the task's activity,3,,true
8,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity,3,,false
7,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.25345,0.0,"Suitability based on past activity, no delay expected",2,,true
7,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.25,0.0,Suitability based on agent type and recent task history,2,,false
6,Check credit history,Clerk-000005,Role 1,true,true,0.139272,0.0,Suitability based on recent task history,3,,true
6,Check credit history,Clerk-000004,Role 1,true,true,0.136763,0.0,Suitability based on past activity matches the task's activity,3,,false
2,Reject application,Clerk-000008,Role 1,true,true,0.5,10.0,"Recent task 'Reject application' was completed 14 minutes ago, and the agent has a moderate level of activity priority.",3,,false
2,Reject application,Clerk-000004,Role 1,true,true,0.5,0.0,Suitability is average due to recent similar task,3,,true
9,Appraise property,Appraiser-000001,Role 4,true,true,0.508156,0.0,Suitability based on past activity matches the task's activity,3,,true
9,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Suitability based on recent task history and capability count.,3,,false
8,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Suitability based on recent task history and capability count.,3,,true
6,AML check,AML Investigator-000002,Role 3,true,true,0.508156,0.0,Suitability based on past activity matches the required task activity.,3,,true
6,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity,3,,false
7,Design loan offer,Loan Officer-000002,Role 2,true,true,0.245726,0.0,"Suitability based on past activity, agent type and capability count",2,,false
7,Design loan offer,Loan Officer-000004,Role 2,true,true,0.8,2.0,Recent experience with similar tasks and available at the time of request,3,,true
7,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.5,19.0,Recent task of similar activity took 19 minutes,1,,false
7,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,8.0,Recent task of similar activity took 8 minutes,1,,true
8,AML check,AML Investigator-000002,Role 3,true,true,0.508156,0.0,High suitability due to recent AML check activities,3,,true
8,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity.,3,,false
9,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity.,3,,false
9,AML check,AML Investigator-000002,Role 3,true,true,0.508156,0.0,Suitability based on past activity matches the task's activity,3,,true
6,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.25,0.0,Agent has relevant recent experience with Assess loan risk activity,2,,true
7,Cancel application,Clerk-000008,Role 1,true,true,0.117241,0.0,Suitability based on recent tasks and available at the current time.,3,,false
7,Cancel application,Clerk-000005,Role 1,true,true,0.141379,0.0,Suitability based on past activity matches the task's previous activity,3,,true
8,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.264743,0.0,"Suitability based on past activity, no delay expected",2,,false
8,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.5,10.0,Recent experience with similar tasks and available at the time of request,3,,true
9,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.264743,0.0,"Suitability based on past activity, no delay expected",2,,false
9,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.5,0.0,Agent has relevant capability count and recent task history,2,,true
6,Design loan offer,Loan Officer-000001,Role 2,true,true,0.228632,0.0,Suitability based on past activity prior and capability count,2,,false
6,Design loan offer,Loan Officer-000004,Role 2,true,true,0.8,2.0,Recent experience with similar tasks and capabilities match the task requirements.,3,,true
9,Design loan offer,Loan Officer-000001,Role 2,true,true,0.228632,0.0,Suitability based on past activity prior,2,,false
9,Design loan offer,Loan Officer-000003,Role 2,true,true,0.282051,0.0,"Suitability based on past activities, no delay expected",3,,true
6,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.5,28.0,Recent task of similar activity took 28 minutes,1,,true
8,Reject application,Clerk-000008,Role 1,true,true,0.136778,0.0,"Suitability based on past activity priority, agent type and recent tasks",3,,false
8,Reject application,Clerk-000002,Role 1,true,true,0.5,0.0,"Recent tasks are similar to the task at hand, but not identical.",3,,true
9,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.5,0.0,Agent has relevant capability count and recent task history,2,,false
9,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.8,0.0,Suitable agent with matching capability and recent experience in Approve loan offer activity.,2,,true
6,Cancel application,Clerk-000008,Role 1,true,true,0.117241,0.0,Suitability based on recent tasks and capabilities,3,,false
6,Cancel application,Clerk-000001,Role 1,true,true,0.5,10.0,"Recent tasks show some similarity in activities, but not a perfect match for the task at hand.",3,,true
9,Cancel application,Clerk-000008,Role 1,true,true,0.117241,0.0,Suitability based on recent tasks and capabilities,3,,false
9,Cancel application,Clerk-000004,Role 1,true,true,0.137931,0.0,"Recent tasks are similar to the current task, indicating a high level of suitability.",3,,true
