case_id,activity,resource,agent_type,valid,accept,suitability,expected_delay_minutes,reason,memory_items,error_type,selected
4,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity.,3,,false
2,Cancel application,Clerk-000004,Role 1,true,true,0.137931,30.0,Recent task 'Check credit history' is similar to the current task 'Cancel application',1,,false
2,Cancel application,Clerk-000005,Role 1,true,true,0.5,10.0,Recent similar task 'Check credit history' was completed 7 minutes ago,3,,true
6,Design loan offer,Loan Officer-000003,Role 2,true,true,0.282051,0.0,"Suitability based on past activity, matching agent type and recent task",1,,true
6,Design loan offer,Loan Officer-000002,Role 2,true,true,0.245726,0.0,"Suitability based on past activity, agent type and capability count.",2,,false
7,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.25,0.0,Agent has relevant recent experience with Assess loan risk activity,2,,false
7,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.5,0.0,"Agent has relevant capability count and recent task history, but no direct experience with the task's previous activity.",2,,true
5,Cancel application,Clerk-000004,Role 1,true,true,0.137931,34.0,Recent task 'Check credit history' was completed 44 minutes ago,1,,true
5,Cancel application,Clerk-000008,Role 1,true,true,0.117241,0.0,Suitability based on recent tasks and available at the current time.,3,,false
3,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,42.0,Recent task of similar activity took 42 minutes,1,,true
9,Check credit history,Clerk-000004,Role 1,true,true,0.136763,0.0,Suitability based on past activity matches the task's previous activity.,2,,true
9,Check credit history,Clerk-000008,Role 1,true,true,0.0,0.0,No matching capability found for the task 'Check credit history',3,,false
8,AML check,AML Investigator-000001,Role 3,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity.,3,,true
4,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity,2,,false
4,Appraise property,Appraiser-000001,Role 4,true,true,0.508156,0.0,High suitability due to recent experience with similar tasks,3,,true
7,Design loan offer,Loan Officer-000003,Role 2,true,true,0.282051,0.0,Suitability based on past activity matches the required task activity.,3,,true
3,Cancel application,Clerk-000008,Role 1,true,true,0.117241,0.0,Suitability based on recent tasks and available at the current time.,3,,false
3,Cancel application,Clerk-000001,Role 1,true,true,0.127586,0.0,"Suitability based on past activity prior, agent type and capability count.",3,,true
9,Appraise property,Appraiser-000002,Role 4,true,true,0.491844,0.0,Suitability based on past activity matches the task's activity.,2,,true
4,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.25,0.0,Agent has relevant recent experience with Assess loan risk activity,2,,false
4,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.264743,0.0,"Suitability based on past activity, no delay expected",3,,true
6,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.5,0.0,Agent has relevant capability count and recent task matches the task activity,1,,true
6,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,0.0,Agent has relevant capability count and recent task history,2,,false
7,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.8,5.0,Recent experience with similar tasks and available at the time of request,2,,true
7,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.8,5.0,High capability count and recent experience with similar tasks,2,,false
8,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.5,0.0,Agent has relevant capability count and recent task history,3,,true
9,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.25,0.0,Agent has relevant recent experience with Assess loan risk activity,2,,false
9,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.25345,0.0,"Suitability based on past activity, agent type and capability count.",3,,true
6,Approve application,Clerk-000008,Role 1,true,true,0.5,0.0,Agent has relevant capability count and recent task history,3,,true
6,Approve application,Clerk-000002,Role 1,true,true,0.5,30.0,"Recent tasks indicate moderate activity level, but capability count is high.",3,,false
7,Approve application,Clerk-000003,Role 1,true,true,0.5,10.0,"Recent tasks show some familiarity with similar activities, but not directly related to approving applications.",3,,true
7,Approve application,Clerk-000007,Role 1,true,true,0.5,10.0,"Recent tasks show moderate activity, but capability count is high",3,,false
8,Reject application,Clerk-000004,Role 1,true,true,0.5,5.0,"Recent tasks have similar activities, but not the exact one, and the agent has been available for a while.",3,,true
8,Reject application,Clerk-000002,Role 1,true,true,0.5,10.0,Recent tasks have a moderate level of similarity to the task at hand,3,,false
4,Design loan offer,Loan Officer-000002,Role 2,true,true,0.245726,0.0,"Suitability based on past activity, agent type and capability count.",2,,true
4,Design loan offer,Loan Officer-000001,Role 2,true,true,0.228632,0.0,Suitability based on recent task history and capability count.,3,,false
9,Design loan offer,Loan Officer-000002,Role 2,true,true,0.5,5.0,Recent similar task completed 25 minutes ago,3,,true
9,Design loan offer,Loan Officer-000004,Role 2,true,true,0.24359,0.0,"Suitability based on past activity, agent type and recent tasks.",3,,false
4,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.8,0.0,High capability count and recent experience with similar tasks,2,,true
4,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.8,5.0,High capability count and recent experience with similar tasks,3,,false
9,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.8,5.0,Recent experience with similar tasks and available at the time of request,3,,true
9,Cancel application,Clerk-000002,Role 1,true,true,0.134483,0.0,"Suitability based on past activity priority, agent type and recent tasks",3,,false
9,Cancel application,Clerk-000005,Role 1,true,true,0.5,0.0,This agent has the capability to cancel applications and has done so recently.,3,,true
4,Cancel application,Clerk-000002,Role 1,true,true,0.134483,0.0,"Suitability based on past activity priority, agent type and recent tasks",3,,false
4,Cancel application,Clerk-000004,Role 1,true,true,0.137931,0.0,This agent has relevant recent experience with the 'Cancel application' activity.,3,,true
