case_id,activity,resource,start_time,end_time
6,Approve loan offer,Senior Officer-000002,2023-04-20 12:51:19.683439+00:00,2023-04-20 13:11:19.683439+00:00
5,Assess loan risk,Loan Officer-000002,2023-04-20 13:30:21.968194+00:00,2023-04-20 13:50:21.968194+00:00
9,Appraise property,Appraiser-000001,2023-04-20 12:49:42.175954+00:00,2023-04-20 13:11:15.069957+00:00
6,Cancel application,Clerk-000005,2023-04-20 13:11:19.683439+00:00,2023-04-20 13:16:19.683439+00:00
8,Appraise property,Appraiser-000001,2023-04-20 13:42:02.137077+00:00,2023-04-20 14:19:22.538698+00:00
5,Design loan offer,Loan Officer-000002,2023-04-20 13:50:21.968194+00:00,2023-04-20 13:51:05.489666+00:00
7,Appraise property,Appraiser-000002,2023-04-20 12:49:42.175954+00:00,2023-04-20 14:08:53.234504+00:00
9,AML check,AML Investigator-000002,2023-04-20 13:11:15.069957+00:00,2023-04-20 13:15:53.606418+00:00
8,AML check,AML Investigator-000001,2023-04-20 14:19:22.538698+00:00,2023-04-20 14:58:47.540058+00:00
9,Assess loan risk,Loan Officer-000001,2023-04-20 13:15:53.606418+00:00,2023-04-20 13:35:53.606418+00:00
5,Approve loan offer,Senior Officer-000001,2023-04-20 13:51:05.489666+00:00,2023-04-20 14:11:05.489666+00:00
7,Assess loan risk,Loan Officer-000004,2023-04-20 14:08:53.234504+00:00,2023-04-20 14:28:53.234504+00:00
8,Assess loan risk,Loan Officer-000001,2023-04-20 14:58:47.540058+00:00,2023-04-21 07:18:47.540058+00:00
9,Reject application,Clerk-000001,2023-04-20 13:35:53.606418+00:00,2023-04-20 13:45:53.606418+00:00
5,Cancel application,Clerk-000004,2023-04-20 14:11:05.489666+00:00,2023-04-20 14:16:05.489666+00:00
7,Reject application,Clerk-000008,2023-04-20 14:28:53.234504+00:00,2023-04-20 14:38:53.234504+00:00
8,Reject application,Clerk-000001,2023-04-21 07:18:47.540058+00:00,2023-04-21 07:28:47.540058+00:00
