case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0016,AML Investigator-000002,Clerk-000006,Check credit history,2023-04-21T09:43:11+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0016,Clerk-000006,Appraiser-000002,Appraise property,2023-04-21T09:49:12+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0016,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-21T10:15:18+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0016,Loan Officer-000002,Clerk-000008,Reject application,2023-04-21T10:35:18+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0017,Clerk-000004,AML Investigator-000002,AML check,2023-04-21T08:33:01+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0017,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-21T10:32:02+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0017,Appraiser-000001,Clerk-000002,Check credit history,2023-04-21T12:25:45+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0017,Clerk-000002,Loan Officer-000001,Assess loan risk,2023-04-21T13:03:05+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0017,Loan Officer-000001,Clerk-000003,Reject application,2023-04-21T13:23:05+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0018,Clerk-000001,Clerk-000002,Check credit history,2023-04-21T09:14:04+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0018,Clerk-000002,Appraiser-000001,Appraise property,2023-04-21T09:29:30+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0018,Appraiser-000001,AML Investigator-000001,AML check,2023-04-24T02:10:43+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0018,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-24T03:02:19+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0018,Loan Officer-000001,Clerk-000006,Reject application,2023-04-24T03:22:19+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0019,Clerk-000002,Clerk-000004,Return application back to applicant,2023-04-21T10:02:00+00:00,Handover for Return application back to applicant; selected Clerk-000004 from 5 feasible resources.
S_llm_agent_proxy_0019,Clerk-000004,Applicant-000001,Applicant completes form,2023-04-21T10:07:00+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0019,Applicant-000001,Clerk-000001,Check application form completeness,2023-04-22T03:07:00+00:00,Handover for Check application form completeness; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0019,Clerk-000001,AML Investigator-000002,AML check,2023-04-22T03:17:33+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0019,AML Investigator-000002,Clerk-000004,Check credit history,2023-04-22T03:22:12+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0019,Clerk-000004,Appraiser-000002,Appraise property,2023-04-22T03:57:45+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0019,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-22T06:28:29+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0019,Loan Officer-000002,Clerk-000008,Reject application,2023-04-22T06:48:29+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0020,Clerk-000008,Appraiser-000001,Appraise property,2023-04-21T10:18:13+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0020,Appraiser-000001,Clerk-000002,Check credit history,2023-04-21T10:37:55+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0020,Clerk-000002,AML Investigator-000001,AML check,2023-04-21T11:50:53+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0020,AML Investigator-000001,Loan Officer-000004,Assess loan risk,2023-04-21T14:08:49+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0020,Loan Officer-000004,Clerk-000008,Reject application,2023-04-21T14:28:49+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0021,Clerk-000001,Clerk-000004,Check credit history,2023-04-21T11:31:44+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0021,Clerk-000004,Appraiser-000001,Appraise property,2023-04-24T03:54:00+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0021,Appraiser-000001,AML Investigator-000002,AML check,2023-04-24T05:09:32+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0021,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-24T05:10:33+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0021,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-24T05:54:21+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0021,Senior Officer-000001,Clerk-000004,Approve application,2023-04-24T06:14:21+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0022,Clerk-000002,Appraiser-000002,Appraise property,2023-04-21T11:00:57+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0022,Appraiser-000002,AML Investigator-000002,AML check,2023-04-21T11:48:55+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0022,AML Investigator-000002,Clerk-000005,Check credit history,2023-04-21T12:12:49+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0022,Clerk-000005,Loan Officer-000001,Assess loan risk,2023-04-21T12:14:42+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0022,Loan Officer-000001,Clerk-000002,Reject application,2023-04-21T12:34:42+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0023,Clerk-000001,Clerk-000008,Return application back to applicant,2023-04-21T11:44:40+00:00,Handover for Return application back to applicant; selected Clerk-000008 from 5 feasible resources.
S_llm_agent_proxy_0023,Clerk-000008,Applicant-000001,Applicant completes form,2023-04-21T11:49:40+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0023,Applicant-000001,Clerk-000001,Check application form completeness,2023-04-22T04:49:40+00:00,Handover for Check application form completeness; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0023,Clerk-000001,Clerk-000003,Check credit history,2023-04-22T04:55:50+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0023,Clerk-000003,Appraiser-000001,Appraise property,2023-04-22T23:54:01+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0023,Appraiser-000001,AML Investigator-000002,AML check,2023-04-23T00:14:08+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0023,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-23T00:18:16+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0023,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-23T00:38:16+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0023,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-23T01:06:36+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0023,Senior Officer-000002,Clerk-000004,Approve application,2023-04-23T01:26:36+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0024,Clerk-000001,Clerk-000003,Check credit history,2023-04-21T12:24:20+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0024,Clerk-000003,Appraiser-000001,Appraise property,2023-04-21T12:40:16+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0024,Appraiser-000001,AML Investigator-000002,AML check,2023-04-21T12:44:29+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0024,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-21T13:27:12+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0024,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-21T13:47:12+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0024,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-21T13:47:22+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0024,Senior Officer-000001,Clerk-000002,Approve application,2023-04-21T14:07:22+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0025,Clerk-000007,Clerk-000006,Check credit history,2023-04-24T20:35:57+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0025,Clerk-000006,Appraiser-000001,Appraise property,2023-04-24T21:12:12+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
