case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
3,Return application back to applicant,Check application form completeness,Clerk-000003,2023-04-20 09:55:57.118669924+00:00,6,2,Clerk-000006|Clerk-000007,2,2,0.0,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[21, 22]",2023-04-20 09:55:57.118669924+00:00
4,Check application form completeness,,,2023-04-20 10:00:00+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.0049100000000000255,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[23, 24]",2023-04-20 10:00:00+00:00
0,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 10:19:37.906160177+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007340999999999931,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[25, 26]",2023-04-20 10:19:37.906160177+00:00
1,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 08:48:04.241519617+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0016300000000000203,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[27, 28]",2023-04-20 08:48:04.241519617+00:00
2,AML check,Check credit history,Clerk-000002,2023-04-20 09:47:26.764639137+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[29],2023-04-20 09:47:26.764639137+00:00
3,Applicant completes form,Return application back to applicant,Clerk-000006,2023-04-20 10:00:57.118669924+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[30],2023-04-20 10:00:57.118669924+00:00
4,Appraise property,Check application form completeness,Clerk-000008,2023-04-20 10:01:54.137144859+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.068936,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[31, 32]",2023-04-20 10:01:54.137144859+00:00
5,Check application form completeness,,,2023-04-20 10:30:00+00:00,6,2,Clerk-000007|Clerk-000003,2,2,0.004908999999999997,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[33, 34]",2023-04-20 10:30:00+00:00
0,Reject application,Assess loan risk,Loan Officer-000001,2023-04-20 10:39:37.906160177+00:00,6,2,Clerk-000004|Clerk-000003,2,2,0.010971000000000009,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[35, 36]",2023-04-20 10:39:37.906160177+00:00
1,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-20 09:08:04.241519617+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.023610999999999938,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[37, 38]",2023-04-20 09:08:04.241519617+00:00
2,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 09:56:01.829471752+00:00,4,2,Loan Officer-000002|Loan Officer-000004,2,2,0.173369,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[39, 40]",2023-04-20 09:56:01.829471752+00:00
4,Check credit history,Appraise property,Appraiser-000001,2023-04-20 10:02:05.949028733+00:00,6,2,Clerk-000003|Clerk-000002,2,2,0.048533999999999994,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[41, 42]",2023-04-20 10:02:05.949028733+00:00
5,Return application back to applicant,Check application form completeness,Clerk-000007,2023-04-20 11:02:47.019822898+00:00,6,2,Clerk-000006|Clerk-000007,2,2,0.0,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[43, 44]",2023-04-20 11:02:47.019822898+00:00
1,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 09:21:58.668212700+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[45, 46]",2023-04-20 09:21:58.668212700+00:00
2,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 10:16:01.829471752+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.023610999999999993,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[47, 48]",2023-04-20 10:16:01.829471752+00:00
6,Check application form completeness,,,2023-04-20 11:00:00+00:00,6,2,Clerk-000008|Clerk-000002,2,2,0.017673999999999995,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[49, 50]",2023-04-20 11:00:00+00:00
3,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 11:00:57.118669924+00:00,6,2,Clerk-000002|Clerk-000004,2,2,0.008837000000000012,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[51, 52]",2023-04-20 11:00:57.118669924+00:00
5,Applicant completes form,Return application back to applicant,Clerk-000006,2023-04-20 11:07:47.019822898+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[53],2023-04-20 11:07:47.019822898+00:00
4,AML check,Check credit history,Clerk-000003,2023-04-20 11:08:55.150955610+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.068936,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[54, 55]",2023-04-20 11:08:55.150955610+00:00
1,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-20 09:41:58.668212700+00:00,6,2,Clerk-000004|Clerk-000007,2,2,0.009197999999999984,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[56, 57]",2023-04-20 09:41:58.668212700+00:00
2,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 10:26:12.137444462+00:00,2,2,Senior Officer-000002|Senior Officer-000001,2,2,0.17500000000000004,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,"[58, 59]",2023-04-20 10:26:12.137444462+00:00
6,Appraise property,Check application form completeness,Clerk-000008,2023-04-20 11:01:12.243605636+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.010602999999999974,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[60, 61]",2023-04-20 11:01:12.243605636+00:00
4,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 11:19:19.146905420+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007339999999999958,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[62, 63]",2023-04-20 11:19:19.146905420+00:00
3,Check credit history,Check application form completeness,Clerk-000002,2023-04-20 11:24:55.186161796+00:00,6,2,Clerk-000003|Clerk-000007,2,2,0.003265999999999991,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[64, 65]",2023-04-20 11:24:55.186161796+00:00
5,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 12:07:47.019822898+00:00,6,2,Clerk-000007|Clerk-000006,2,2,0.022294000000000008,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[66, 67]",2023-04-20 12:07:47.019822898+00:00
7,Check application form completeness,,,2023-04-20 11:30:00+00:00,6,2,Clerk-000006|Clerk-000008,2,2,0.0019629999999999925,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[68, 69]",2023-04-20 11:30:00+00:00
4,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 11:39:19.146905420+00:00,4,2,Loan Officer-000002|Loan Officer-000004,2,2,0.0013880000000000003,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[70, 71]",2023-04-20 11:39:19.146905420+00:00
3,Appraise property,Check credit history,Clerk-000003,2023-04-20 11:50:05.957700272+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[72],2023-04-20 11:50:05.957700272+00:00
5,Appraise property,Check application form completeness,Clerk-000007,2023-04-20 12:37:40.707586337+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[73],2023-04-20 12:37:40.707586337+00:00
6,Check credit history,Appraise property,Appraiser-000001,2023-04-20 13:14:03.051193831+00:00,6,2,Clerk-000002|Clerk-000004,2,2,0.0010890000000000066,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[74, 75]",2023-04-20 13:14:03.051193831+00:00
2,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-20 10:46:12.137444462+00:00,6,1,Clerk-000004,1,1,0.0,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,[76],2023-04-20 10:46:12.137444462+00:00
4,Approve loan offer,Design loan offer,Loan Officer-000002,2023-04-20 11:46:23.118722882+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[77, 78]",2023-04-20 11:46:23.118722882+00:00
7,Appraise property,Check application form completeness,Clerk-000006,2023-04-20 11:49:09.380022993+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.02810199999999996,Appraiser-000001,,,highest_valid_agent_bid,"[79, 80]",
3,AML check,Appraise property,Appraiser-000002,2023-04-20 11:53:05.888067635+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602999999999974,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[81, 82]",2023-04-20 11:53:05.888067635+00:00
8,Check application form completeness,,,2023-04-20 12:00:00+00:00,6,2,Clerk-000008|Clerk-000003,2,2,0.009818999999999994,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[83, 84]",2023-04-20 12:00:00+00:00
5,AML check,Appraise property,Appraiser-000002,2023-04-20 12:49:43.593519365+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.018564000000000025,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,"[85, 86]",2023-04-20 12:49:43.593519365+00:00
6,AML check,Check credit history,Clerk-000002,2023-04-20 13:25:22.809014243+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[87, 88]",2023-04-20 13:25:22.809014243+00:00
4,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-20 12:06:23.118722882+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.003961999999999993,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[89, 90]",2023-04-20 12:06:23.118722882+00:00
9,Check application form completeness,,,2023-04-20 12:30:00+00:00,6,2,Clerk-000003|Clerk-000006,2,2,0.005718000000000001,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[91, 92]",2023-04-20 12:30:00+00:00
3,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 12:44:14.399860557+00:00,4,2,Loan Officer-000004|Loan Officer-000001,2,2,0.05099300000000001,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[93, 94]",2023-04-20 12:44:14.399860557+00:00
8,AML check,Check application form completeness,Clerk-000008,2023-04-20 13:09:38.183559458+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.00689799999999996,AML Investigator-000001,AML Investigator-000002,false,highest_valid_agent_bid,"[95, 96]",2023-04-20 13:09:38.183559458+00:00
5,Check credit history,AML check,AML Investigator-000001,2023-04-20 13:23:17.746685006+00:00,6,2,Clerk-000007|Clerk-000003,2,2,0.014234000000000024,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[97, 98]",2023-04-20 13:23:17.746685006+00:00
6,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 13:36:41.508804883+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007340999999999986,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[99, 100]",2023-04-20 13:36:41.508804883+00:00
7,Appraise property,Check application form completeness,Clerk-000006,2023-04-20 11:53:05.888067635+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.02810199999999996,Appraiser-000001,Appraiser-000002,false,highest_valid_agent_bid,"[101, 102]",2023-04-20 11:53:05.888067635+00:00
3,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-20 13:04:14.399860557+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.023610999999999993,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[103, 104]",2023-04-20 13:04:14.399860557+00:00
8,Check credit history,AML check,AML Investigator-000002,2023-04-20 13:20:18.140365837+00:00,6,2,Clerk-000003|Clerk-000006,2,2,0.009797999999999973,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[105, 106]",2023-04-20 13:20:18.140365837+00:00
5,Assess loan risk,Check credit history,Clerk-000007,2023-04-20 13:50:46.580142428+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0016309999999999936,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[107, 108]",2023-04-20 13:50:46.580142428+00:00
6,Reject application,Assess loan risk,Loan Officer-000001,2023-04-20 13:56:41.508804883+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.016454999999999997,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[109, 110]",2023-04-20 13:56:41.508804883+00:00
7,AML check,Appraise property,Appraiser-000002,2023-04-20 11:53:41.500493491+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01856399999999997,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,"[111, 112]",2023-04-20 11:53:41.500493491+00:00
9,Appraise property,Check application form completeness,Clerk-000003,2023-04-20 12:35:32.630254797+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,,,highest_valid_agent_bid,[113],
8,Appraise property,Check credit history,Clerk-000003,2023-04-20 13:21:16.969458158+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.039769,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[114, 115]",2023-04-20 13:21:16.969458158+00:00
3,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 13:27:20.500254530+00:00,2,2,Senior Officer-000002|Senior Officer-000001,2,2,0.058333000000000024,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,"[116, 117]",2023-04-20 13:27:20.500254530+00:00
7,Check credit history,AML check,AML Investigator-000001,2023-04-20 12:37:34.596106961+00:00,6,2,Clerk-000006|Clerk-000004,2,2,0.006841999999999987,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[118, 119]",2023-04-20 12:37:34.596106961+00:00
9,AML check,Check application form completeness,Clerk-000003,2023-04-20 13:14:03.051193831+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,,,highest_valid_agent_bid,[120],
3,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-20 13:47:20.500254530+00:00,6,2,Clerk-000002|Clerk-000006,2,2,0.030659999999999993,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[121, 122]",2023-04-20 13:47:20.500254530+00:00
8,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 13:55:09.356479169+00:00,4,2,Loan Officer-000002|Loan Officer-000003,2,2,0.04221500000000003,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[123, 124]",2023-04-20 13:55:09.356479169+00:00
5,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-20 14:10:46.580142428+00:00,4,2,Loan Officer-000003|Loan Officer-000004,2,2,0.024998999999999993,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[125, 126]",2023-04-20 14:10:46.580142428+00:00
7,Assess loan risk,Check credit history,Clerk-000004,2023-04-20 13:17:13.753519212+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007340000000000013,Loan Officer-000001,Loan Officer-000004,false,highest_valid_agent_bid,"[127, 128]",2023-04-20 13:17:13.753519212+00:00
9,AML check,Check application form completeness,Clerk-000003,2023-04-20 13:20:18.140365837+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.0010640000000000094,AML Investigator-000001,,,highest_valid_agent_bid,"[129, 130]",
5,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 14:48:25.262333458+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[131, 132]",2023-04-20 14:48:25.262333458+00:00
9,Return application back to applicant,Check application form completeness,Clerk-000003,2023-04-20 13:36:41.508804883+00:00,6,2,Clerk-000006|Clerk-000003,2,2,0.05744099999999999,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[133, 134]",2023-04-20 13:36:41.508804883+00:00
7,Reject application,Assess loan risk,Loan Officer-000004,2023-04-20 13:37:13.753519212+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.0026380000000000015,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[135, 136]",2023-04-20 13:37:13.753519212+00:00
8,Reject application,Assess loan risk,Loan Officer-000002,2023-04-20 14:15:09.356479169+00:00,6,2,Clerk-000007|Clerk-000008,2,2,0.004788999999999988,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[137, 138]",2023-04-20 14:15:09.356479169+00:00
5,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-21 07:08:25.262333458+00:00,6,2,Clerk-000007|Clerk-000002,2,2,0.005533999999999983,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[139, 140]",2023-04-21 07:08:25.262333458+00:00
9,Applicant completes form,Return application back to applicant,Clerk-000006,2023-04-20 13:41:41.508804883+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[141],2023-04-20 13:41:41.508804883+00:00
9,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 14:41:41.508804883+00:00,6,2,Clerk-000006|Clerk-000003,2,2,0.011783000000000016,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[142, 143]",2023-04-20 14:41:41.508804883+00:00
9,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 14:46:21.014138615+00:00,6,2,Clerk-000002|Clerk-000003,2,2,0.009799000000000002,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[144, 145]",2023-04-20 14:46:21.014138615+00:00
9,AML check,Check credit history,Clerk-000002,2023-04-20 14:56:23.347178385+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.0010640000000000094,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,"[146, 147]",2023-04-20 14:56:23.347178385+00:00
9,Appraise property,AML check,AML Investigator-000001,2023-04-21 07:16:48.715878375+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.02226900000000004,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[148, 149]",2023-04-21 07:16:48.715878375+00:00
9,Assess loan risk,Appraise property,Appraiser-000001,2023-04-21 08:33:38.442216316+00:00,4,2,Loan Officer-000001|Loan Officer-000002,2,2,0.008971000000000007,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[150, 151]",2023-04-21 08:33:38.442216316+00:00
9,Reject application,Assess loan risk,Loan Officer-000001,2023-04-21 08:53:38.442216316+00:00,6,2,Clerk-000003|Clerk-000007,2,2,0.0,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[152, 153]",2023-04-21 08:53:38.442216316+00:00
