case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0001,Senior Officer-000001,Clerk-000008,Cancel application,2023-04-20T09:46:32+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0002,Clerk-000008,Appraiser-000001,Appraise property,2023-04-20T09:04:25+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0002,Appraiser-000001,Clerk-000005,Check credit history,2023-04-20T09:55:07+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0002,Clerk-000005,AML Investigator-000002,AML check,2023-04-20T10:35:53+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0002,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-20T11:30:45+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0002,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-20T11:50:45+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0002,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-20T12:01:13+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0002,Senior Officer-000001,Clerk-000005,Cancel application,2023-04-20T12:21:13+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0003,Clerk-000002,AML Investigator-000002,AML check,2023-04-20T09:46:26+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0003,AML Investigator-000002,Clerk-000003,Check credit history,2023-04-20T11:13:18+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0003,Clerk-000003,Appraiser-000002,Appraise property,2023-04-20T11:23:18+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0003,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-20T11:34:27+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0003,Loan Officer-000002,Clerk-000003,Reject application,2023-04-20T11:54:27+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0004,Clerk-000002,Clerk-000001,Check credit history,2023-04-20T10:29:34+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0004,Clerk-000001,AML Investigator-000002,AML check,2023-04-21T03:06:47+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0004,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-21T03:30:41+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0004,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-21T04:04:18+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0004,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-04-21T04:24:18+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0004,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-21T04:29:26+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0004,Senior Officer-000002,Clerk-000005,Cancel application,2023-04-21T04:49:26+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0005,Clerk-000005,Clerk-000001,Check credit history,2023-04-20T11:02:52+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0005,Clerk-000001,AML Investigator-000001,AML check,2023-04-20T11:17:44+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0005,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-20T11:18:10+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0005,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-04-20T12:16:00+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0005,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-04-20T12:36:00+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0005,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-20T12:45:37+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0005,Senior Officer-000001,Clerk-000005,Approve application,2023-04-20T13:05:37+00:00,Handover for Approve application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0006,Clerk-000001,Appraiser-000002,Appraise property,2023-04-20T11:19:56+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0006,Appraiser-000002,Clerk-000007,Check credit history,2023-04-20T11:26:11+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0006,Clerk-000007,AML Investigator-000001,AML check,2023-04-20T11:32:26+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0006,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-20T12:30:42+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0006,Loan Officer-000001,Clerk-000008,Reject application,2023-04-20T12:50:42+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0007,Clerk-000004,Clerk-000005,Check credit history,2023-04-21T03:51:01+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0007,Clerk-000005,Appraiser-000002,Appraise property,2023-04-21T04:11:05+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0007,Appraiser-000002,AML Investigator-000002,AML check,2023-04-21T04:32:41+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0007,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-21T23:12:23+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0007,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-21T23:32:23+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0007,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-21T23:36:28+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0007,Senior Officer-000002,Clerk-000001,Cancel application,2023-04-21T23:56:28+00:00,Handover for Cancel application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0008,Clerk-000003,Clerk-000002,Check credit history,2023-04-20T12:01:13+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0008,Clerk-000002,Appraiser-000001,Appraise property,2023-04-20T12:09:01+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0008,Appraiser-000001,AML Investigator-000002,AML check,2023-04-20T12:17:15+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0008,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-21T06:31:14+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0008,Loan Officer-000004,Loan Officer-000002,Design loan offer,2023-04-21T06:51:14+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0008,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-21T06:51:45+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0008,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-21T07:11:45+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0009,Clerk-000005,Appraiser-000002,Appraise property,2023-04-20T12:37:56+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0009,Appraiser-000002,Clerk-000006,Check credit history,2023-04-20T13:03:01+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0009,Clerk-000006,AML Investigator-000001,AML check,2023-04-20T13:07:39+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0009,AML Investigator-000001,Loan Officer-000004,Assess loan risk,2023-04-20T13:17:59+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0009,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-20T13:37:59+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0009,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-20T13:41:27+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0009,Senior Officer-000002,Clerk-000002,Approve application,2023-04-20T14:01:27+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0010,Clerk-000008,Appraiser-000001,Appraise property,2023-04-20T13:23:37+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0010,Appraiser-000001,Clerk-000005,Check credit history,2023-04-20T14:33:13+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0010,Clerk-000005,AML Investigator-000002,AML check,2023-04-20T14:43:25+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0010,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-20T15:26:46+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0010,Loan Officer-000004,Clerk-000002,Reject application,2023-04-20T15:46:46+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0011,Clerk-000006,Clerk-000007,Check credit history,2023-04-20T13:53:45+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0011,Clerk-000007,AML Investigator-000002,AML check,2023-04-20T14:10:13+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0011,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-20T14:15:34+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0011,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-20T15:11:58+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0011,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-20T15:31:58+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0011,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-20T15:32:03+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0011,Senior Officer-000002,Clerk-000006,Cancel application,2023-04-20T15:52:03+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0012,Clerk-000001,Appraiser-000001,Appraise property,2023-04-20T15:01:44+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0012,Appraiser-000001,Clerk-000004,Check credit history,2023-04-20T15:18:59+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0012,Clerk-000004,AML Investigator-000002,AML check,2023-04-20T15:20:31+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0012,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-20T17:13:22+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0012,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-20T17:33:22+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0012,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-20T17:36:30+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0012,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-20T17:56:30+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0013,Clerk-000002,Appraiser-000001,Appraise property,2023-04-20T14:45:23+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0013,Appraiser-000001,Clerk-000005,Check credit history,2023-04-20T15:01:01+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0013,Clerk-000005,AML Investigator-000002,AML check,2023-04-21T07:46:39+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0013,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-21T07:51:25+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0013,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-21T08:11:25+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0013,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-21T08:19:20+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0013,Senior Officer-000001,Clerk-000002,Approve application,2023-04-21T08:39:20+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0014,Clerk-000001,AML Investigator-000001,AML check,2023-04-20T15:50:01+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0014,AML Investigator-000001,Clerk-000007,Check credit history,2023-04-20T16:02:25+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0014,Clerk-000007,Appraiser-000002,Appraise property,2023-04-20T16:10:17+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0014,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-20T17:39:08+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0014,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-20T17:59:08+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0014,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-20T18:03:34+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0014,Senior Officer-000002,Clerk-000002,Approve application,2023-04-20T18:23:34+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0015,Clerk-000003,Appraiser-000001,Appraise property,2023-04-20T16:06:59+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0015,Appraiser-000001,Clerk-000005,Check credit history,2023-04-20T16:26:31+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0015,Clerk-000005,AML Investigator-000001,AML check,2023-04-20T16:36:00+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0015,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-20T16:48:36+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0015,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-20T17:08:36+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0015,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-20T17:08:49+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0015,Senior Officer-000001,Clerk-000001,Cancel application,2023-04-20T17:28:49+00:00,Handover for Cancel application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0016,Clerk-000002,AML Investigator-000001,AML check,2023-04-20T16:56:20+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0016,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-20T17:24:49+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0016,Appraiser-000001,Clerk-000001,Check credit history,2023-04-20T18:17:37+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0016,Clerk-000001,Loan Officer-000003,Assess loan risk,2023-04-20T18:31:06+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0016,Loan Officer-000003,Loan Officer-000002,Design loan offer,2023-04-20T18:51:06+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0016,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-20T18:59:13+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0016,Senior Officer-000001,Clerk-000002,Cancel application,2023-04-20T19:19:13+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0017,Clerk-000003,Appraiser-000001,Appraise property,2023-04-20T17:02:58+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0017,Appraiser-000001,Clerk-000002,Check credit history,2023-04-20T17:11:10+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0017,Clerk-000002,AML Investigator-000002,AML check,2023-04-20T17:36:36+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0017,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-20T18:03:44+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0017,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-20T18:23:44+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0017,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-20T18:30:29+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0017,Senior Officer-000001,Clerk-000003,Cancel application,2023-04-20T18:50:29+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0018,Clerk-000007,Clerk-000002,Check credit history,2023-04-20T17:19:13+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0018,Clerk-000002,Appraiser-000002,Appraise property,2023-04-20T18:38:11+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0018,Appraiser-000002,AML Investigator-000002,AML check,2023-04-20T18:44:36+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0018,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-20T19:26:06+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0018,Loan Officer-000004,Clerk-000002,Reject application,2023-04-20T19:46:06+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0019,Clerk-000008,Clerk-000001,Check credit history,2023-04-20T17:31:54+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0019,Clerk-000001,Appraiser-000002,Appraise property,2023-04-21T10:09:07+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0019,Appraiser-000002,AML Investigator-000001,AML check,2023-04-21T10:23:06+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0019,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-21T10:35:20+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0019,Loan Officer-000003,Clerk-000007,Reject application,2023-04-21T10:55:20+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0020,Clerk-000008,Clerk-000001,Check credit history,2023-04-20T18:10:22+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0020,Clerk-000001,AML Investigator-000002,AML check,2023-04-20T18:34:32+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0020,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-20T18:44:37+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0020,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-20T18:55:46+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0020,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-20T19:15:46+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0020,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-20T19:31:33+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0020,Senior Officer-000002,Clerk-000006,Cancel application,2023-04-20T19:51:33+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0021,Clerk-000003,Clerk-000006,Check credit history,2023-04-20T19:38:37+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0021,Clerk-000006,AML Investigator-000001,AML check,2023-04-20T20:38:30+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0021,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-20T21:15:10+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0021,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-04-20T21:55:53+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0021,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-20T22:34:35+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0021,Senior Officer-000002,Clerk-000008,Cancel application,2023-04-20T22:54:35+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0022,Clerk-000004,Clerk-000002,Check credit history,2023-04-20T19:05:41+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0022,Clerk-000002,Appraiser-000002,Appraise property,2023-04-20T19:39:17+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0022,Appraiser-000002,AML Investigator-000002,AML check,2023-04-20T19:53:16+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0022,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-20T20:30:58+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0022,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-04-20T20:50:58+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0022,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-20T21:00:09+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0022,Senior Officer-000002,Clerk-000004,Cancel application,2023-04-21T13:20:09+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0023,Clerk-000001,Appraiser-000002,Appraise property,2023-04-20T19:39:42+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0023,Appraiser-000002,Clerk-000005,Check credit history,2023-04-20T19:49:09+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0023,Clerk-000005,AML Investigator-000002,AML check,2023-04-20T19:52:55+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0023,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-20T21:56:08+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0023,Loan Officer-000004,Clerk-000005,Reject application,2023-04-20T22:16:08+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0024,Clerk-000006,AML Investigator-000002,AML check,2023-04-23T13:16:42+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
